Word,Definition,Turkish Translation,Example Sentence,Part of Speech,Related Forms,Synonyms,Antonyms,Collocations,Topic,Lang,Phonetic,Audio,CEFR
region,"An area, especially part of a country or the world having definable characteristics but not always fixed boundaries",bölge,This region is known for its wine.,"noun, adjective",regions,"area, zone",none,"wine region, coastal region",du lịch,en,/ˈɹiːd͡ʒn̩/,https://api.dictionaryapi.dev/media/pronunciations/en/region-us.mp3,A2
regional,Relating to or characteristic of a region,bölgesel,Regional differences can be significant.,"adjective, noun",regionally,"local, provincial",global,"regional differences, regional manager",khác,en,/ˈɹiːdʒnəl/,https://api.dictionaryapi.dev/media/pronunciations/en/regional-au.mp3,B1
register,Enter or record on an official list or directory,kayıt olmak,She registered for the course.,"verb, noun","registers, registering, registered","enroll, record",deregister,"register online, register for",nghề nghiệp,en,/ˈɹɛdʒ.ɪs.tə/,https://api.dictionaryapi.dev/media/pronunciations/en/register-us.mp3,B1
regret,"Feel sad, repentant, or disappointed over (something that one has done or failed to do)",pişman olmak,He regretted his decision.,"verb, noun","regrets, regretting, regretted","repent, lament","satisfaction, rejoice","express regret, deep regret",luyện trí não,en,/ɹiˈɡɹɛt/,https://api.dictionaryapi.dev/media/pronunciations/en/regret-us.mp3,A2
regular,"Arranged in or constituting a constant or definite pattern, especially with the same space between individual instances",düzenli,She has a regular schedule.,"adjective, noun",regularly,"consistent, habitual","irregular, infrequent","regular schedule, regular basis",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=regular&tl=en&client=tw-ob,B1
regularly,"With a constant or definite pattern, especially with the same space between individual instances",düzenli olarak,She exercises regularly.,adverb,none,"consistently, habitually","irregularly, infrequently","exercise regularly, check regularly",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=regularly&tl=en&client=tw-ob,B2
regulation,A rule or directive made and maintained by an authority,düzenleme,There are strict regulations on this matter.,"noun, verb",regulations,"rule, directive","disorder, lawlessness","strict regulation, government regulation",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=regulation&tl=en&client=tw-ob,B2
reject,"Dismiss as inadequate, inappropriate, or not to one's taste",reddetmek,She rejected the offer.,"verb, noun","rejects, rejecting, rejected","decline, refuse","accept, approve","reject an offer, reject a proposal",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=reject&tl=en&client=tw-ob,A2
relate,Make or show a connection between,ilişkilendirmek,Can you relate to this situation?,"verb, noun","relates, relating, related","connect, associate","disconnect, separate","relate to, relate with",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=relate&tl=en&client=tw-ob,A2
related,"Belonging to the same group, connected",ilişkili,They are related by blood.,"adjective, verb",relates,"connected, linked","unrelated, separate","closely related, directly related",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=related&tl=en&client=tw-ob,B1
relation,The way in which two or more people or things are connected,ilişki,The relation between the two events is unclear.,"noun, verb",relations,"connection, link","disconnection, separation","relation between, in relation to",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=relation&tl=en&client=tw-ob,B1
relationship,"The way in which two or more people or things are connected, or the state of being connected",ilişki,They have a good relationship.,"noun, verb",relationships,"connection, association","disconnection, separation","strong relationship, close relationship",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=relationship&tl=en&client=tw-ob,B1
relative,Considered in relation or in proportion to something else,göreceli,He is a relative of mine.,"adjective, noun",relatives,"kin, family member","nonrelative, stranger","close relative, distant relative",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=relative&tl=en&client=tw-ob,B1
relatively,"In relation, comparison, or proportion to something else",nispeten,The task was relatively easy.,adverb,none,"comparatively, somewhat","absolutely, completely","relatively speaking, relatively easy",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=relatively&tl=en&client=tw-ob,B2
relax,Make or become less tense or anxious,rahatlamak,She likes to relax after a long day.,"verb, noun","relaxes, relaxing, relaxed","unwind, loosen","tense, tighten","relax and enjoy, relax after",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=relax&tl=en&client=tw-ob,A2
relaxed,Free from tension and anxiety; at ease,rahatlamış,She felt relaxed after the massage.,"adjective, verb","relaxes, relaxing, relaxed","calm, at ease","tense, anxious","feel relaxed, relaxed atmosphere",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=relaxed&tl=en&client=tw-ob,B1
relaxing,Serving to relax or ease tension,rahatlatıcı,The music was very relaxing.,"adjective, verb",relaxes,"soothing, calming","stressful, tense","relaxing music, relaxing bath",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=relaxing&tl=en&client=tw-ob,B1
release,Allow or enable to escape from confinement; set free,serbest bırakmak,The prisoner was released after serving ten years.,"verb, noun","releases, releasing, released","free, liberate","confine, restrain","release a prisoner, release information",khác,en,/ɹɪˈliːs/,https://api.dictionaryapi.dev/media/pronunciations/en/release-1-us.mp3,B1
relevant,Closely connected or appropriate to what is being done or considered,ilgili,The information was not relevant to the case.,"adjective, noun",relevance,"applicable, pertinent","irrelevant, inappropriate","relevant information, highly relevant",khác,en,/ˈɹɛləvənt/,https://translate.google.com/translate_tts?ie=UTF-8&q=relevant&tl=en&client=tw-ob,B2
relief,A feeling of reassurance and relaxation following release from anxiety or distress,rahatlama,He felt a sense of relief after hearing the good news.,"noun, verb",relieve,"comfort, alleviation","stress, anxiety","sense of relief, huge relief",nghề nghiệp,en,/ɹɪˈliːf/,https://api.dictionaryapi.dev/media/pronunciations/en/relief-us.mp3,A2
religion,"The belief in and worship of a superhuman controlling power, especially a personal God or gods",din,Religion plays an important role in many people's lives.,"noun, verb",religions,"faith, belief","atheism, disbelief","organized religion, freedom of religion",văn hóa,en,/ɹɪˈlɪdʒən/,https://api.dictionaryapi.dev/media/pronunciations/en/religion-uk.mp3,B1
religious,Relating to or believing in a religion,dini,He is very religious and attends church every Sunday.,"adjective, noun",religiously,"devout, pious","nonreligious, secular","religious belief, religious practice",văn hóa,en,/ɹɪ.ˈlɪ.d͡ʒəs/,https://api.dictionaryapi.dev/media/pronunciations/en/religious-us.mp3,B2
rely,Depend on with full trust or confidence,güvenmek,You can rely on me for help.,"verb, noun","relies, relying, relied","depend, trust","distrust, doubt","rely on someone, rely heavily",khác,en,/ɹɪˈlaɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/rely-us.mp3,A1
rely on,To depend on or trust someone or something,güvenmek,She relies on her friends for support.,phrasal verb,none,"depend on, count on","distrust, doubt","rely on support, rely on help",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rely%20on&tl=en&client=tw-ob,B1
remain,"Continue to exist, especially after other similar or related people or things have ceased to exist",kalmak,He remained calm during the crisis.,"verb, noun","remains, remaining, remained","stay, continue","leave, disappear","remain calm, remain silent",khác,en,/ɹɪˈmeɪn/,https://api.dictionaryapi.dev/media/pronunciations/en/remain-us.mp3,A2
remaining,"Still existing, present, or in use; surviving",kalan,She spent her remaining money.,"adjective, verb",remains,"leftover, surviving","gone, absent","remaining funds, remaining time",khác,en,/ɹɪˈmeɪnɪŋ/,https://api.dictionaryapi.dev/media/pronunciations/en/remaining-us.mp3,B2
remains,"The parts left over after other parts have been removed, used, or destroyed",kalıntılar,The remains of the ancient city were discovered.,"noun, verb",remains,"ruins, leftovers",whole,"human remains, animal remains",du lịch,en,/ɹɪˈmeɪnz/,https://api.dictionaryapi.dev/media/pronunciations/en/remains-us.mp3,B1
remark,Say something as a comment; mention,yorum,He remarked on the beautiful weather.,"noun, verb","remarks, remarking, remarked","comment, mention","silence, disregard","make a remark, casual remark",khác,en,/ɹɪˈmɑːk/,https://api.dictionaryapi.dev/media/pronunciations/en/remark-1-us.mp3,A2
remarkable,Worthy of attention; striking,dikkate değer,The performance was remarkable.,"adjective, noun",remarkably,"extraordinary, notable","ordinary, unremarkable","remarkable achievement, remarkable person",luyện trí não,en,/ɹɪˈmɑːkəbl̩/,https://api.dictionaryapi.dev/media/pronunciations/en/remarkable-us.mp3,B2
remember,Have in or be able to bring to one's mind an awareness of (someone or something from the past),hatırlamak,I remember meeting her at the party.,"verb, noun","remembers, remembering, remembered","recall, recollect","forget, ignore","remember well, remember meeting",luyện trí não,en,/ɹɪˈmɛmbə/,https://api.dictionaryapi.dev/media/pronunciations/en/remember-1-uk.mp3,A2
remind,Cause (someone) to remember someone or something,hatırlatmak,She reminded him to take his medication.,"verb, noun","reminds, reminding, reminded","prompt, cue",forget,"remind of, remind about",luyện trí não,en,/ɹəˈmaɪnd/,https://translate.google.com/translate_tts?ie=UTF-8&q=remind&tl=en&client=tw-ob,A2
remind of,Make someone think about someone or something,hatırlatmak,The song reminds me of summer.,phrasal verb,none,"evoke, call to mind",forget,"remind someone, remind often",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=remind%20of&tl=en&client=tw-ob,B2
remote,Situated far from the main centers of population; distant,uzak,They live in a remote village.,"adjective, noun",remoteness,"distant, isolated","near, central","remote control, remote location",khác,en,[ɹəˈməʊt],https://api.dictionaryapi.dev/media/pronunciations/en/remote-us.mp3,A2
removal,The action of taking away or abolishing something unwanted,kaldırma,The removal of the old building made space for a park.,"noun, verb",removals,"elimination, dismissal","addition, inclusion","removal service, removal of",khác,en,/ɹəˈmuːvəl/,https://api.dictionaryapi.dev/media/pronunciations/en/removal-au.mp3,B1
remove,Take (something) away or off from the position occupied,kaldırmak,Please remove your shoes before entering.,"verb, noun","removes, removing, removed","take away, eliminate","add, replace","remove shoes, remove stains",khác,en,/ɹɪˈmuːv/,https://api.dictionaryapi.dev/media/pronunciations/en/remove-au.mp3,A2
rent,"Pay someone for the use of (something, typically property, land, or a car)",kiralamak,They decided to rent an apartment.,"verb, noun","rents, renting, rented","lease, hire","own, purchase","rent an apartment, rent a car",du lịch,en,/ɹɛnt/,https://api.dictionaryapi.dev/media/pronunciations/en/rent-uk.mp3,A1
rented,Having been leased or let out for a period of time,kiralanmış,The rented car was comfortable.,adjective,none,"leased, hired",owned,"rented house, rented equipment",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rented&tl=en&client=tw-ob,A2
repair,Fix or mend (a thing suffering from damage or a fault),tamir etmek,He repaired the broken chair.,"verb, noun","repairs, repairing, repaired","fix, mend","damage, break","repair a car, repair the damage",khác,en,/ɹɪˈpɛə/,https://api.dictionaryapi.dev/media/pronunciations/en/repair-us.mp3,A2
repeat,Say again something one has already said,tekrar etmek,Please repeat what you just said.,"verb, noun","repeats, repeating, repeated","restate, reiterate","ignore, disregard","repeat a question, repeat after me",khác,en,,https://api.dictionaryapi.dev/media/pronunciations/en/repeat-uk.mp3,A2
repeated,Done or occurring again several times in the same way,tekrar eden,He made repeated attempts to contact her.,adjective,repeats,"recurring, frequent","once, singular","repeated attempts, repeated failures",khác,en,/ɹɪˈpiːtɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/repeated-us.mp3,B1
repeatedly,Over and over again; constantly,tekrar tekrar,She called repeatedly but got no answer.,adverb,none,"constantly, persistently","seldom, rarely","call repeatedly, try repeatedly",trường học,en,/ɹɪˈpiːtɪdli/,https://api.dictionaryapi.dev/media/pronunciations/en/repeatedly-us.mp3,B2
replace,Take the place of,yerine koymak,She replaced the old battery with a new one.,"verb, noun","replaces, replacing, replaced","substitute, exchange","retain, keep","replace the battery, replace old with new",khác,en,/ɹɪˈpleɪs/,https://api.dictionaryapi.dev/media/pronunciations/en/replace-us.mp3,B1
reply,Say something in response to something someone has said,cevap vermek,He did not reply to her question.,"verb, noun","replies, replying, replied","respond, answer","ignore, question","quick reply, reply to a question",trường học,en,/ɹɪˈplaɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/reply-us.mp3,A2
report,"Give a spoken or written account of something that one has observed, heard, done, or investigated",rapor vermek,She reported the incident to the police.,"verb, noun","reports, reporting, reported","describe, recount","suppress, hide","report a crime, report findings",nghề nghiệp,en,/ɹəˈpoːt/,https://api.dictionaryapi.dev/media/pronunciations/en/report-us.mp3,B1
reporter,"A person who reports, especially one employed to report news or conduct interviews for newspapers or broadcasts",muhabir,The reporter interviewed the mayor.,"noun, verb",reporters,"journalist, correspondent",none,"news reporter, field reporter",nghề nghiệp,en,/ɹɪˈpɔːtə/,https://api.dictionaryapi.dev/media/pronunciations/en/reporter-us.mp3,B1
represent,"Be entitled or appointed to act or speak for (someone), especially in an official capacity",temsil etmek,He was chosen to represent his country.,"verb, noun","represents, representing, represented","stand for, symbolize","misrepresent, distort","represent the country, represent an idea",du lịch,en,/ɹɛp.ɹɪ.ˈzɛnt/,https://api.dictionaryapi.dev/media/pronunciations/en/represent-us.mp3,B2
representation,The action of speaking or acting on behalf of someone or the state of being so represented,temsil,The painting is a representation of the artist's feelings.,"noun, verb",representations,"depiction, portrayal",none,"accurate representation, visual representation",nghề nghiệp,en,/ˌɹɛp.ɹə.zɛn.ˈteɪ.ʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/representation-us.mp3,C1
representative,A person chosen or appointed to act or speak for another or others,temsilci,The representative spoke on behalf of the company.,"noun, adjective",representatives,"delegate, agent",none,"sales representative, company representative",nghề nghiệp,en,/ˌɹɛpɹɪˈzɛnt(ət)ɪv/,https://api.dictionaryapi.dev/media/pronunciations/en/representative-us.mp3,C1
reproduce,Produce again; copy,yeniden üretmek,Scientists can reproduce the results of the experiment.,"verb, noun","reproduces, reproducing, reproduced","copy, duplicate","destroy, neglect","reproduce the image, reproduce successfully",nghề nghiệp,en,/ˌɹi.pɹoʊˈdjus/,https://api.dictionaryapi.dev/media/pronunciations/en/reproduce-uk.mp3,B2
reputation,The beliefs or opinions that are generally held about someone or something,ün,She has a reputation for being very intelligent.,"noun, verb",reputations,"fame, standing","infamy, anonymity","good reputation, build a reputation",luyện trí não,en,/ˌɹɛpjʊˈteɪʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/reputation-us.mp3,B2
request,An act of asking politely or formally for something,istek,She made a request for more information.,"noun, verb","requests, requesting, requested","demand, plea",none,"formal request, request for",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=request&tl=en&client=tw-ob,B1
require,Need for a particular purpose,gerektirmek,This task requires a lot of effort.,"verb, noun","requires, requiring, required","need, necessitate","provide, yield","require assistance, require effort",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=require&tl=en&client=tw-ob,B1
requirement,A thing that is needed or wanted,gereklilik,Meeting the requirements is essential for the job.,"noun, verb",requirements,"necessity, prerequisite","luxury, nonessential","meet the requirement, job requirement",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=requirement&tl=en&client=tw-ob,B2
rescue,Save (someone) from a dangerous or distressing situation,kurtarmak,The lifeguard rescued the swimmer.,"verb, noun","rescues, rescuing, rescued","save, recover","endanger, harm","rescue mission, rescue the hostages",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rescue&tl=en&client=tw-ob,A2
research,The systematic investigation into and study of materials and sources in order to establish facts and reach new conclusions,araştırma,She conducted research on climate change.,"noun, verb","researches, researching, researched","study, investigation","neglect, ignore","conduct research, research findings",trường học,en,/ɹɪˈsɜːtʃ/,https://api.dictionaryapi.dev/media/pronunciations/en/research-us.mp3,B1
researcher,A person who carries out academic or scientific research,araştırmacı,The researcher published her findings.,"noun, verb",researchers,"scientist, scholar",none,"medical researcher, scientific researcher",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=researcher&tl=en&client=tw-ob,B2
resemble,"Have qualities or features, especially those of appearance, in common with (someone or something); look or seem like",benzemek,She resembles her mother.,"verb, noun","resembles, resembling, resembled","look like, mirror","differ from, contrast","closely resemble, resemble each other",khác,en,/ɹɪˈzɛmb(ə)l/,https://api.dictionaryapi.dev/media/pronunciations/en/resemble-uk.mp3,B1
reservation,The action of reserving something,rezervasyon,I made a reservation at the restaurant.,"noun, verb",reservations,"booking, appointment",cancellation,"make a reservation, reservation confirmed",du lịch,en,/ˌɹɛzəˈveɪʃən/,https://translate.google.com/translate_tts?ie=UTF-8&q=reservation&tl=en&client=tw-ob,B2
resident,A person who lives somewhere permanently or on a long-term basis,ikamet eden,He is a resident of New York.,"noun, adjective",residents,"inhabitant, occupant","visitor, tourist","permanent resident, local resident",khác,en,/ˈɹɛzɪd(ə)nt/,https://api.dictionaryapi.dev/media/pronunciations/en/resident-uk.mp3,B1
resist,Withstand the action or effect of,direnmek,They resisted the temptation to eat junk food.,"verb, noun","resists, resisting, resisted","withstand, oppose","yield, surrender","resist change, resist temptation",thức ăn,en,/ɹəˈzɪst/,https://api.dictionaryapi.dev/media/pronunciations/en/resist-us.mp3,A2
resistance,The refusal to accept or comply with something,direnç,There was strong resistance to the new law.,"noun, verb",resistances,"opposition, defiance","compliance, submission","strong resistance, resistance movement",văn hóa,en,/ɹɪˈzɪstəns/,https://api.dictionaryapi.dev/media/pronunciations/en/resistance-us.mp3,B2
resolve,"Settle or find a solution to (a problem, dispute, or contentious matter)",çözmek,They resolved their differences.,"verb, noun","resolves, resolving, resolved","settle, solve","complicate, exacerbate","resolve a conflict, resolve an issue",luyện trí não,en,/ɹiːˈzɒlv/,https://api.dictionaryapi.dev/media/pronunciations/en/resolve-1-us.mp3,B2
resort,"A place that is a popular destination for vacations or recreation, or which is frequented for a particular purpose",tatil yeri,They stayed at a beach resort.,"noun, verb",resorts,"vacation spot, retreat",none,"luxury resort, ski resort",du lịch,en,/ɹɨˈzɔ(ɹ)t/,https://api.dictionaryapi.dev/media/pronunciations/en/resort-1-us.mp3,A2
resource,A stock or supply of materials or assets that can be drawn on in order to function effectively,kaynak,Natural resources are essential for the economy.,"noun, verb",resources,"supply, asset","depletion, scarcity","energy resource, valuable resource",nghề nghiệp,en,/ɹɪˈsɔɹs/,https://api.dictionaryapi.dev/media/pronunciations/en/resource-ca.mp3,B1
respect,"A feeling of deep admiration for someone or something elicited by their abilities, qualities, or achievements",saygı,He earned the respect of his peers.,"noun, verb","respects, respecting, respected","admiration, esteem","disrespect, disdain","gain respect, mutual respect",nghề nghiệp,en,/ɹɪˈspɛkt/,https://api.dictionaryapi.dev/media/pronunciations/en/respect-uk.mp3,B1
respond,Say something in reply,cevap vermek,He responded to her question.,"verb, noun","responds, responding, responded","reply, answer","ignore, neglect","respond quickly, respond to",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=respond&tl=en&client=tw-ob,B1
response,A verbal or written answer,cevap,Her response was quick.,"noun, verb",responses,"answer, reply","question, query","quick response, response to",trường học,en,/ɹɪˈspɒns/,https://api.dictionaryapi.dev/media/pronunciations/en/response-us.mp3,B1
responsibility,The state or fact of having a duty to deal with something or of having control over someone,sorumluluk,He has a lot of responsibility at work.,"noun, verb",responsibilities,"duty, obligation",irresponsibility,"great responsibility, assume responsibility",nghề nghiệp,en,/ɹɪˌspɑnsəˈbɪlɪɾi/,https://api.dictionaryapi.dev/media/pronunciations/en/responsibility-us.mp3,C1
responsible,"Having an obligation to do something, or having control over or care for someone, as part of one's job or role",sorumlu,She is responsible for the project.,"adjective, noun",responsibly,"accountable, liable","irresponsible, unaccountable","responsible for, hold responsible",nghề nghiệp,en,/ɹɪˈspɒnsəbl̩/,https://api.dictionaryapi.dev/media/pronunciations/en/responsible-us.mp3,B2
rest,"Cease work or movement in order to relax, refresh oneself, or recover strength",dinlenmek,He needs to rest after the long journey.,"verb, noun","rests, resting, rested","relax, pause","work, exert","take a rest, need rest",nghề nghiệp,en,/ɹɛst/,https://api.dictionaryapi.dev/media/pronunciations/en/rest-us.mp3,A2
restaurant,A place where people pay to sit and eat meals that are cooked and served on the premises,restoran,They went to a fancy restaurant.,"noun, verb",restaurants,"diner, eatery",none,"fancy restaurant, restaurant meal",thức ăn,en,/ˈɹɛs.t(ə).ɹ(ə)nt/,https://api.dictionaryapi.dev/media/pronunciations/en/restaurant-uk.mp3,A2
result,"A consequence, effect, or outcome of something",sonuç,The result of the test was positive.,"noun, verb",results,"outcome, consequence","cause, origin","end result, result of",trường học,en,/ɹɪˈzʌlt/,https://api.dictionaryapi.dev/media/pronunciations/en/result-us.mp3,B1
retain,Continue to have (something); keep possession of,elde tutmak,She retained her composure.,"verb, noun","retains, retaining, retained","keep, hold","lose, relinquish","retain control, retain information",khác,en,/ɹɪˈteɪn/,https://api.dictionaryapi.dev/media/pronunciations/en/retain-us.mp3,B2
retire,"Leave one's job and cease to work, typically upon reaching the normal age for leaving employment",emekli olmak,He plans to retire next year.,"verb, noun","retires, retiring, retired","withdraw, stop working","work, continue","retire early, retire from",nghề nghiệp,en,/ɹəˈtaɪə(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/retire-1-au.mp3,A2
return,Come or go back to a place or person,dönmek,She returned the book to the library.,"verb, noun","returns, returning, returned","come back, go back","depart, leave","return home, return to",trường học,en,/ɹɪˈtɜːn/,https://api.dictionaryapi.dev/media/pronunciations/en/return-au.mp3,A2
reveal,Make (previously unknown or secret information) known to others,açığa çıkarmak,She revealed the truth about the incident.,"verb, noun","reveals, revealing, revealed","disclose, unveil","hide, conceal","reveal a secret, reveal information",khác,en,/ɹəˈviːl/,https://api.dictionaryapi.dev/media/pronunciations/en/reveal-au.mp3,B2
revenue,"Income, especially when of a company or organization and of a substantial nature",gelir,The company's revenue has increased.,"noun, verb",revenues,"income, earnings","expenditure, loss","increase revenue, revenue growth",nghề nghiệp,en,/ˈɹɛvənjuː/,https://api.dictionaryapi.dev/media/pronunciations/en/revenue-us.mp3,B1
review,A formal assessment or examination of something with the possibility or intention of instituting change if necessary,gözden geçirmek,The film received mixed reviews.,"noun, verb","reviews, reviewing, reviewed","examine, assess","ignore, neglect","positive review, review process",trường học,en,/ɹɪˈvjuː/,https://api.dictionaryapi.dev/media/pronunciations/en/review-us.mp3,A2
revolution,A forcible overthrow of a government or social order in favor of a new system,devrim,The revolution changed the country's history.,"noun, verb",revolutions,"uprising, rebellion","peace, stability","industrial revolution, social revolution",văn hóa,en,/ˌɹɛvəˈl(j)uːʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/revolution-uk.mp3,B2
reward,"A thing given in recognition of one's service, effort, or achievement",ödül,He received a reward for his hard work.,"noun, verb","rewards, rewarding, rewarded","prize, award","penalty, punishment","receive a reward, reward hard work",nghề nghiệp,en,/ɹəˈwɔːd/,https://api.dictionaryapi.dev/media/pronunciations/en/reward-us.mp3,A2
rhythm,"A strong, regular, repeated pattern of movement or sound",ritim,The song has a catchy rhythm.,"noun, verb",rhythms,"beat, tempo",none,"steady rhythm, rhythmic pattern",khác,en,/ˈɹɪ.ð(ə)m/,https://api.dictionaryapi.dev/media/pronunciations/en/rhythm-us.mp3,A2
rice,"A swamp grass that is widely cultivated as a source of food, especially in Asia",pirinç,Rice is a staple food in many cultures.,"noun, verb",rices,"grain, cereal",none,"cooked rice, rice field",thức ăn,en,/ɹaɪs/,https://api.dictionaryapi.dev/media/pronunciations/en/rice-uk.mp3,A1
rich,Having a great deal of money or assets; wealthy,zengin,He is a rich businessman.,"adjective, noun",richness,"wealthy, affluent","poor, destitute","rich and famous, rich in resources",nghề nghiệp,en,/ɹɪt͡ʃ/,https://api.dictionaryapi.dev/media/pronunciations/en/rich-us.mp3,A1
ride,"Sit on and control the movement of (an animal, typically a horse), especially as a recreation or sport",binmek,She loves to ride horses.,"verb, noun","rides, riding, rode","mount, journey","walk, stand","ride a bike, ride a horse",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=ride&tl=en&client=tw-ob,A1
right,"Morally good, justified, or acceptable",doğru,He made the right decision.,"adjective, noun",rights,"correct, just","wrong, incorrect","right choice, human rights",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=right&tl=en&client=tw-ob,A1
ring,"A small circular band, typically of precious metal worn on a finger",yüzük,She wore a gold ring on her finger.,"noun, verb",rings,"band, circle",none,"gold ring, engagement ring",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=ring&tl=en&client=tw-ob,A1
rise,Move from a lower position to a higher one; come or go up,yükselmek,The sun rises in the east.,"verb, noun","rises, rising, rose","ascend, climb","descend, fall","rise in price, rise early",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rise&tl=en&client=tw-ob,A1
risk,A situation involving exposure to danger,risk,There is a high risk of injury.,"noun, verb","risks, risking, risked","danger, hazard","safety, security","high risk, risk management",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=risk&tl=en&client=tw-ob,A1
river,"A large natural stream of water flowing in a channel to the sea, a lake, or another river",nehir,The river flows into the sea.,"noun, verb",rivers,"stream, waterway",none,"cross the river, river bank",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=river&tl=en&client=tw-ob,A2
road,"A wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",yol,They drove down the road.,"noun, verb",roads,"highway, street",path,"main road, road trip",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=road&tl=en&client=tw-ob,A1
rock,"The solid mineral material forming part of the surface of the earth and other similar planets, exposed on the surface or underlying the soil or oceans",kaya,He climbed the rock.,"noun, verb",rocks,"stone, boulder",none,"big rock, rock climbing",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rock&tl=en&client=tw-ob,A1
role,The function assumed or part played by a person or thing in a particular situation,rol,She plays a leading role in the play.,"noun, verb",roles,"part, function",none,"play a role, important role",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=role&tl=en&client=tw-ob,B1
roll,Move or cause to move in a particular direction by turning over and over on an axis,yuvarlamak,He rolled the ball across the field.,"verb, noun","rolls, rolling, rolled","rotate, spin",none,"roll the dice, roll up",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=roll&tl=en&client=tw-ob,A1
romantic,Conducive to or characterized by the expression of love,romantik,They went on a romantic date.,"adjective, noun",romantically,"affectionate, amorous","unromantic, practical","romantic evening, romantic gesture",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=romantic&tl=en&client=tw-ob,B1
roof,The structure forming the upper covering of a building or vehicle,çatı,The roof needs repairing.,"noun, verb",roofs,"top, cover",none,"flat roof, roof top",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=roof&tl=en&client=tw-ob,A1
room,"A part or division of a building enclosed by walls, floor, and ceiling",oda,The room was spacious and bright.,"noun, verb",rooms,"chamber, space",none,"living room, hotel room",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=room&tl=en&client=tw-ob,A2
root,"The part of a plant which attaches it to the ground or to a support, typically underground, conveying water and nourishment to the rest of the plant via numerous branches and fibers",kök,The tree's roots are deep.,"noun, verb",roots,"base, origin","top, summit","deep root, plant root",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=root&tl=en&client=tw-ob,A1
rope,A length of strong cord made by twisting together strands of natural fibers such as hemp or artificial fibers such as polypropylene,ip,He tied the package with rope.,"noun, verb",ropes,"cord, line",none,"tie with rope, climbing rope",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rope&tl=en&client=tw-ob,A1
rough,Having an uneven or irregular surface; not smooth or level,pürüzlü,The table had a rough surface.,"adjective, noun",roughness,"coarse, uneven","smooth, even","rough surface, rough estimate",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rough&tl=en&client=tw-ob,A2
roughly,In a manner lacking gentleness; harshly or violently,kabaca,He estimated the cost roughly.,adverb,none,"approximately, about","exactly, precisely","roughly speaking, roughly calculate",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=roughly&tl=en&client=tw-ob,B1
round,Shaped like or approximately like a circle or cylinder,yuvarlak,The table was round.,"adjective, noun",rounds,"circular, spherical","square, angular","round table, round shape",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=round&tl=en&client=tw-ob,A2
